gene	chro	start	end	strand	gene_type	gene_id
ENSG00000269236	chr19	58166166	58167145	+	processed_pseudogene	ENSG00000269236
ENSG00000298382	chr19	58183313	58178305	-	lncRNA	ENSG00000298382
ZNF274	chr19	58183029	58213562	+	protein_coding	ENSG00000171606
ENSG00000300598	chr19	58217199	58215876	-	lncRNA	ENSG00000300598
RPS15AP36	chr19	58216180	58216561	+	processed_pseudogene	ENSG00000213013
ENSG00000268866	chr19	58224506	58225469	+	processed_pseudogene	ENSG00000268866
ZNF544	chr19	58228594	58277495	+	protein_coding	ENSG00000198131
ENSG00000283515	chr19	58228914	58315183	+	protein_coding	ENSG00000283515
ZNF8-DT	chr19	58278857	58257270	-	lncRNA	ENSG00000268516
ENSG00000268201	chr19	58266635	58267685	+	lncRNA	ENSG00000268201
ZNF8	chr19	58278955	58302791	+	protein_coding	ENSG00000278129
ZNF8-ERVK3-1	chr19	58278966	58315197	+	lncRNA	ENSG00000267216
ERVK3-1	chr19	58305374	58316812	+	protein_coding	ENSG00000142396
ENSG00000283103	chr19	58327300	58309727	-	lncRNA	ENSG00000283103
ENSG00000269794	chr19	58319277	58320489	+	processed_pseudogene	ENSG00000269794
ZSCAN22	chr19	58326994	58342343	+	protein_coding	ENSG00000182318
MIR6806	chr19	58334688	58334751	+	miRNA	ENSG00000277588
A1BG	chr19	58353492	58345178	-	protein_coding	ENSG00000121410
ENSG00000268230	chr19	58362751	58346854	-	lncRNA	ENSG00000268230
A1BG-AS1	chr19	58347718	58355455	+	lncRNA	ENSG00000268895
ENSG00000279611	chr19	58350795	58351720	+	TEC	ENSG00000279611
ZNF497	chr19	58362848	58354357	-	protein_coding	ENSG00000174586
ENSG00000268049	chr19	58357999	58359603	+	lncRNA	ENSG00000268049
ZNF497-AS1	chr19	58362569	58367620	+	lncRNA	ENSG00000269054
RNA5SP473	chr19	58363438	58363562	+	rRNA_pseudogene	ENSG00000252211
ZNF837	chr19	58381030	58367618	-	protein_coding	ENSG00000152475
ENSG00000294824	chr19	58386715	58384758	-	lncRNA	ENSG00000294824
RPS5	chr19	58386400	58394806	+	protein_coding	ENSG00000083845
MIR4754	chr19	58386858	58386770	-	miRNA	ENSG00000266640
ENSG00000294853	chr19	58387758	58386961	-	lncRNA	ENSG00000294853
ENSG00000294800	chr19	58396351	58393697	-	lncRNA	ENSG00000294800
RNF225	chr19	58395656	58397079	+	protein_coding	ENSG00000269855
LINC02560	chr19	58400221	58400679	+	lncRNA	ENSG00000268307
ZNF584	chr19	58401504	58431736	+	protein_coding	ENSG00000171574
ZNF584-DT	chr19	58408484	58404238	-	lncRNA	ENSG00000232098
ENSG00000268543	chr19	58418560	58419310	+	TEC	ENSG00000268543
ENSG00000268912	chr19	58431148	58428632	-	lncRNA	ENSG00000268912
ZNF132	chr19	58440153	58432814	-	protein_coding	ENSG00000131849
ZNF132-DT	chr19	58440448	58445849	+	lncRNA	ENSG00000269473
ZNF324B	chr19	58451611	58457833	+	protein_coding	ENSG00000249471
ZNF324	chr19	58467056	58475436	+	protein_coding	ENSG00000083812
ZNF446	chr19	58474017	58481230	+	protein_coding	ENSG00000083838
ENSG00000269106	chr19	58475763	58475355	-	lncRNA	ENSG00000269106
SLC27A5	chr19	58512413	58479512	-	protein_coding	ENSG00000083807
RNU6-1337P	chr19	58483843	58483749	-	snRNA	ENSG00000252334
RN7SL693P	chr19	58490797	58491075	+	misc_RNA	ENSG00000265272
ENSG00000273901	chr19	58500505	58501137	+	lncRNA	ENSG00000273901
ZBTB45	chr19	58538911	58513530	-	protein_coding	ENSG00000119574
ENSG00000307855	chr19	58514171	58514650	+	lncRNA	ENSG00000307855
ENSG00000305010	chr19	58531730	58533574	+	lncRNA	ENSG00000305010
RN7SL525P	chr19	58543578	58543299	-	misc_RNA	ENSG00000264910
TRIM28	chr19	58544064	58550722	+	protein_coding	ENSG00000130726
MIR6807	chr19	58550285	58550376	+	miRNA	ENSG00000275924
CHMP2A	chr19	58555105	58551452	-	protein_coding	ENSG00000130724
UBE2M	chr19	58558954	58555712	-	protein_coding	ENSG00000130725
MZF1-AS1	chr19	58558591	58605223	+	lncRNA	ENSG00000267858
MZF1	chr19	58573575	58561931	-	protein_coding	ENSG00000099326
ENSG00000293686	chr19	58581450	58582380	+	transcribed_processed_pseudogene	ENSG00000293686
ENSG00000269032	chr19	58586158	58586356	+	transcribed_processed_pseudogene	ENSG00000269032
ENSG00000269600	chr19	58599358	58590710	-	lncRNA	ENSG00000269600
CENPBD2P	chr19	58598967	58599435	+	transcribed_processed_pseudogene	ENSG00000213753
DEFB125	chr20	87250	97094	+	protein_coding	ENSG00000178591
DEFB126	chr20	142590	145751	+	protein_coding	ENSG00000125788
DEFB127	chr20	157454	159163	+	protein_coding	ENSG00000088782
DEFB128	chr20	189711	187853	-	protein_coding	ENSG00000185982
DEFB129	chr20	227258	229886	+	protein_coding	ENSG00000125903
DEFB132	chr20	257724	261096	+	protein_coding	ENSG00000186458
ENSG00000272874	chr20	267186	268857	+	lncRNA	ENSG00000272874
C20orf96	chr20	290778	270863	-	protein_coding	ENSG00000196476
ZCCHC3	chr20	297570	300321	+	protein_coding	ENSG00000247315
ENSG00000301282	chr20	301240	299453	-	lncRNA	ENSG00000301282
ENSG00000286158	chr20	311731	313237	+	lncRNA	ENSG00000286158
NRSN2-AS1	chr20	348490	316860	-	lncRNA	ENSG00000225377
SOX12	chr20	325552	330224	+	protein_coding	ENSG00000177732
NRSN2	chr20	346782	359660	+	protein_coding	ENSG00000125841
TRIB3	chr20	362835	397559	+	protein_coding	ENSG00000101255
ENSG00000302960	chr20	381014	376686	-	lncRNA	ENSG00000302960
RBCK1	chr20	407498	432139	+	protein_coding	ENSG00000125826
TBC1D20	chr20	462566	423596	-	protein_coding	ENSG00000125875
Y_RNA	chr20	450663	450762	+	misc_RNA	ENSG00000206797
CSNK2A1	chr20	543835	472498	-	protein_coding	ENSG00000101266
ENSG00000308899	chr20	544128	551932	+	lncRNA	ENSG00000308899
ENSG00000302168	chr20	569117	566663	-	lncRNA	ENSG00000302168
TCF15	chr20	610309	604257	-	protein_coding	ENSG00000125878
SRXN1	chr20	653200	646615	-	protein_coding	ENSG00000271303
ENSG00000270299	chr20	675800	646626	-	protein_coding	ENSG00000270299
ENSG00000298442	chr20	660698	693226	+	lncRNA	ENSG00000298442
SCRT2	chr20	675802	661596	-	protein_coding	ENSG00000215397
ENSG00000298455	chr20	676756	675805	-	lncRNA	ENSG00000298455
ENSG00000309339	chr20	719369	722326	+	lncRNA	ENSG00000309339
SLC52A3	chr20	776015	760080	-	protein_coding	ENSG00000101276
FAM110A	chr20	833715	857463	+	protein_coding	ENSG00000125898
ENSG00000300753	chr20	842110	839389	-	lncRNA	ENSG00000300753
RPS10P5	chr20	839977	839447	-	transcribed_processed_pseudogene	ENSG00000101278
ANGPT4	chr20	916334	869900	-	protein_coding	ENSG00000101280
ENSG00000299875	chr20	911004	938184	+	lncRNA	ENSG00000299875
RSPO4	chr20	1002311	958452	-	protein_coding	ENSG00000101282
ENSG00000301438	chr20	1002428	1110255	+	lncRNA	ENSG00000301438
ENSG00000286787	chr20	1118571	1023874	-	lncRNA	ENSG00000286787
PSMF1	chr20	1113240	1189415	+	protein_coding	ENSG00000125818
ACTG1P3	chr20	1160584	1161697	+	processed_pseudogene	ENSG00000215388
TMEM74B	chr20	1185415	1180561	-	protein_coding	ENSG00000125895
ENSG00000274269	chr20	1186092	1207036	+	lncRNA	ENSG00000274269
C20orf202	chr20	1203454	1209076	+	protein_coding	ENSG00000215595
RAD21L1	chr20	1226044	1296421	+	protein_coding	ENSG00000244588
SNPH	chr20	1266280	1309328	+	protein_coding	ENSG00000101298
SDCBP2	chr20	1329139	1309909	-	protein_coding	ENSG00000125775
ENSG00000274322	chr20	1393096	1317571	-	protein_coding	ENSG00000274322
ENSG00000280162	chr20	1320710	1324367	+	TEC	ENSG00000280162
SDCBP2-AS1	chr20	1325366	1378735	+	lncRNA	ENSG00000234684
ENSG00000229728	chr20	1361622	1362585	+	lncRNA	ENSG00000229728
ENSG00000296648	chr20	1368977	1369732	+	lncRNA	ENSG00000296648
FKBP1A	chr20	1393164	1368977	-	protein_coding	ENSG00000088832
MIR6869	chr20	1392961	1392900	-	miRNA	ENSG00000284436
ENSG00000296607	chr20	1435081	1405144	-	lncRNA	ENSG00000296607
ENSG00000296624	chr20	1418443	1422461	+	lncRNA	ENSG00000296624
NSFL1C	chr20	1473842	1442162	-	protein_coding	ENSG00000088833
SIRPB2	chr20	1491587	1470741	-	protein_coding	ENSG00000196209
ENSG00000307156	chr20	1491563	1511564	+	lncRNA	ENSG00000307156
ENSG00000242324	chr20	1557653	1516759	-	unprocessed_pseudogene	ENSG00000242324
RNU6-917P	chr20	1529159	1529056	-	snRNA	ENSG00000252103
SIRPD	chr20	1557705	1534251	-	protein_coding	ENSG00000125900
ENSG00000260861	chr20	1620009	1540144	-	protein_coding	ENSG00000260861
ENSG00000306442	chr20	1557830	1561718	+	lncRNA	ENSG00000306442
SIRPB1	chr20	1620061	1561385	-	protein_coding	ENSG00000101307
TVP23BP3	chr20	1591392	1591848	+	processed_pseudogene	ENSG00000271523
SIRPG	chr20	1657779	1629152	-	protein_coding	ENSG00000089012
SIRPG-AS1	chr20	1633508	1648472	+	lncRNA	ENSG00000237914
SIRPB3P	chr20	1708200	1665283	-	transcribed_unprocessed_pseudogene	ENSG00000223750
RN7SL561P	chr20	1666360	1666640	+	misc_RNA	ENSG00000242348
ENSG00000296776	chr20	1686466	1668710	-	lncRNA	ENSG00000296776
ENSG00000236550	chr20	1676907	1676662	-	unprocessed_pseudogene	ENSG00000236550
ENSG00000286288	chr20	1896406	1694082	-	lncRNA	ENSG00000286288
ENSG00000234282	chr20	1722537	1722045	-	transcribed_unprocessed_pseudogene	ENSG00000234282
CKAP2LP1	chr20	1758940	1756756	-	processed_pseudogene	ENSG00000271461
ENSG00000232528	chr20	1779995	1767957	-	transcribed_unitary_pseudogene	ENSG00000232528
ENSG00000309911	chr20	1804947	1814237	+	lncRNA	ENSG00000309911
ENSG00000309927	chr20	1881754	1883905	+	lncRNA	ENSG00000309927
SIRPA	chr20	1894167	1940592	+	protein_coding	ENSG00000198053
ENSG00000300655	chr20	1912250	1909874	-	lncRNA	ENSG00000300655
ENSG00000298036	chr20	1945427	1945704	+	lncRNA	ENSG00000298036
PDYN-AS1	chr20	1947246	2030028	+	lncRNA	ENSG00000233896
PDYN	chr20	1994285	1978757	-	protein_coding	ENSG00000101327
RPL7P2	chr20	2075555	2075822	+	processed_pseudogene	ENSG00000227663
STK35	chr20	2101827	2177038	+	protein_coding	ENSG00000125834
ENSG00000286108	chr20	2109991	2107900	-	lncRNA	ENSG00000286108
ENSG00000287213	chr20	2194074	2201329	+	lncRNA	ENSG00000287213
ENSG00000287561	chr20	2207397	2206683	-	lncRNA	ENSG00000287561
LINC03086	chr20	2207217	2213151	+	lncRNA	ENSG00000226644
ENSG00000286022	chr20	2207328	2341059	+	protein_coding	ENSG00000286022
ENSG00000303036	chr20	2301424	2295770	-	lncRNA	ENSG00000303036
TGM3	chr20	2296001	2341079	+	protein_coding	ENSG00000125780
ENSG00000289955	chr20	2330316	2331055	+	lncRNA	ENSG00000289955
TGM6	chr20	2380901	2432753	+	protein_coding	ENSG00000166948
Y_RNA	chr20	2453117	2453010	-	misc_RNA	ENSG00000207305
SNRPB	chr20	2470853	2461634	-	protein_coding	ENSG00000125835
ENSG00000256566	chr20	2508907	2467212	-	protein_coding	ENSG00000256566
ZNF343	chr20	2524702	2481817	-	protein_coding	ENSG00000088876
TMC2	chr20	2536573	2643580	+	protein_coding	ENSG00000149488
ENSG00000298229	chr20	2559199	2557272	-	lncRNA	ENSG00000298229
ENSG00000294501	chr20	2652464	2626893	-	lncRNA	ENSG00000294501
NOP56	chr20	2652593	2658393	+	protein_coding	ENSG00000101361
MIR1292	chr20	2652777	2652842	+	miRNA	ENSG00000284481
SNORD110	chr20	2654212	2654286	+	snoRNA	ENSG00000221116
SNORA51	chr20	2655067	2655198	+	snoRNA	ENSG00000271798
SNORD86	chr20	2656097	2656182	+	snoRNA	ENSG00000212498
SNORD56	chr20	2656624	2656694	+	snoRNA	ENSG00000229686
SNORD57	chr20	2656939	2657010	+	snoRNA	ENSG00000226572
IDH3B	chr20	2664219	2658393	-	protein_coding	ENSG00000101365
IDH3B-DT	chr20	2664352	2665874	+	lncRNA	ENSG00000228293
ENSG00000306031	chr20	2693788	2670177	-	lncRNA	ENSG00000306031
EBF4	chr20	2692780	2760108	+	protein_coding	ENSG00000088881
ENSG00000304600	chr20	2709598	2703744	-	lncRNA	ENSG00000304600
RPL19P1	chr20	2780614	2781041	+	processed_pseudogene	ENSG00000226217
CPXM1	chr20	2800627	2794074	-	protein_coding	ENSG00000088882
ENSG00000241690	chr20	2814968	2818066	+	protein_coding	ENSG00000241690
C20orf141	chr20	2814987	2815833	+	protein_coding	ENSG00000258713
TMEM239	chr20	2816302	2820284	+	protein_coding	ENSG00000198326
ENSG00000305241	chr20	2820568	2826320	+	lncRNA	ENSG00000305241
PCED1A	chr20	2841190	2835314	-	protein_coding	ENSG00000132635
VPS16	chr20	2840703	2866732	+	protein_coding	ENSG00000215305
PTPRA	chr20	2873420	3039076	+	protein_coding	ENSG00000132670
GNRH2	chr20	3043622	3045747	+	protein_coding	ENSG00000125787
MRPS26	chr20	3046052	3048250	+	protein_coding	ENSG00000125901
ENSG00000305741	chr20	3072284	3068634	-	lncRNA	ENSG00000305741
OXT	chr20	3071620	3072517	+	protein_coding	ENSG00000101405
AVP	chr20	3084724	3082556	-	protein_coding	ENSG00000101200
RN7SL555P	chr20	3094171	3094509	+	misc_RNA	ENSG00000263905
UBOX5-AS1	chr20	3106880	3150867	+	lncRNA	ENSG00000235958
UBOX5	chr20	3160196	3107573	-	protein_coding	ENSG00000185019
FASTKD5	chr20	3159865	3146519	-	protein_coding	ENSG00000215251
LZTS3	chr20	3173549	3162617	-	protein_coding	ENSG00000088899
ENSG00000289183	chr20	3173685	3190133	+	lncRNA	ENSG00000289183
ENSG00000303766	chr20	3183398	3182576	-	lncRNA	ENSG00000303766
DDRGK1	chr20	3204685	3190350	-	protein_coding	ENSG00000198171
ENSG00000303521	chr20	3204033	3208361	+	lncRNA	ENSG00000303521
ENSG00000289494	chr20	3209478	3208025	-	lncRNA	ENSG00000289494
ITPA	chr20	3208868	3223870	+	protein_coding	ENSG00000125877
SLC4A11	chr20	3239559	3227417	-	protein_coding	ENSG00000088836
ENSG00000277287	chr20	3239696	3245382	+	lncRNA	ENSG00000277287
DNAAF9	chr20	3407669	3249306	-	protein_coding	ENSG00000088854
RNU6-1019P	chr20	3360036	3360142	+	snRNA	ENSG00000201294
UBE2V1P1	chr20	3362324	3361880	-	processed_pseudogene	ENSG00000226632
U3	chr20	3384229	3384440	+	snoRNA	ENSG00000201346
ENSG00000288577	chr20	3406380	3420848	+	lncRNA	ENSG00000288577
ENSG00000300666	chr20	3441660	3416927	-	lncRNA	ENSG00000300666
TCEAL9P1	chr20	3465444	3465177	-	processed_pseudogene	ENSG00000225116
ATRN	chr20	3471018	3651118	+	protein_coding	ENSG00000088812
SF3A3P1	chr20	3491005	3489529	-	processed_pseudogene	ENSG00000230568
GFRA4	chr20	3663399	3659248	-	protein_coding	ENSG00000125861
ADAM33	chr20	3682246	3667965	-	protein_coding	ENSG00000149451
SIGLEC1	chr20	3712600	3686970	-	protein_coding	ENSG00000088827
ENSG00000297858	chr20	3711575	3712959	+	lncRNA	ENSG00000297858
HSPA12B	chr20	3732685	3753111	+	protein_coding	ENSG00000132622
ADISSP	chr20	3767781	3753508	-	protein_coding	ENSG00000101220
SPEF1	chr20	3781448	3777504	-	protein_coding	ENSG00000101222
ENSG00000301261	chr20	3777594	3782226	+	lncRNA	ENSG00000301261
CENPB	chr20	3786740	3783851	-	protein_coding	ENSG00000125817
CDC25B	chr20	3786772	3806121	+	protein_coding	ENSG00000101224
ENSG00000297027	chr20	3811832	3807322	-	lncRNA	ENSG00000297027
LINC01730	chr20	3808293	3812434	+	lncRNA	ENSG00000275491
AP5S1	chr20	3811384	3828838	+	protein_coding	ENSG00000125843
MAVS	chr20	3846799	3876123	+	protein_coding	ENSG00000088888
PANK2-AS1	chr20	3889202	3862613	-	lncRNA	ENSG00000229539
PANK2	chr20	3888839	3929887	+	protein_coding	ENSG00000125779
MIR103A2	chr20	3917494	3917571	+	miRNA	ENSG00000199024
MIR103B2	chr20	3917563	3917502	-	miRNA	ENSG00000283320
ENSG00000275582	chr20	3923400	3921279	-	lncRNA	ENSG00000275582
RNF24	chr20	4015558	3927309	-	protein_coding	ENSG00000101236
ENSG00000304393	chr20	4018373	4016686	-	lncRNA	ENSG00000304393
ENSG00000306206	chr20	4041744	4023670	-	lncRNA	ENSG00000306206
FTLP3	chr20	4023917	4024444	+	processed_pseudogene	ENSG00000226608
RPL21P2	chr20	4060113	4059633	-	processed_pseudogene	ENSG00000215063
ENSG00000205300	chr20	4087001	4070004	-	lncRNA	ENSG00000205300
SMOX	chr20	4120980	4187747	+	protein_coding	ENSG00000088826
LINC01433	chr20	4192932	4195953	+	lncRNA	ENSG00000230176
ADRA1D	chr20	4249287	4220630	-	protein_coding	ENSG00000171873
ENSG00000298420	chr20	4242713	4342415	+	lncRNA	ENSG00000298420
ENSG00000236387	chr20	4431732	4422186	-	lncRNA	ENSG00000236387
ENSG00000238282	chr20	4475638	4525200	+	lncRNA	ENSG00000238282
ENSG00000306995	chr20	4574338	4564315	-	lncRNA	ENSG00000306995
RPL7AP12	chr20	4591300	4590993	-	processed_pseudogene	ENSG00000228210
ENSG00000293214	chr20	4685148	4627758	-	lncRNA	ENSG00000293214
RPS4XP2	chr20	4630219	4629427	-	transcribed_processed_pseudogene	ENSG00000226948
PRNP	chr20	4686350	4701590	+	protein_coding	ENSG00000171867
PRND	chr20	4721909	4728460	+	protein_coding	ENSG00000171864
PRNT	chr20	4740668	4731279	-	lncRNA	ENSG00000180259
IDI1P3	chr20	4736673	4735669	-	processed_pseudogene	ENSG00000231071
ENSG00000278595	chr20	4759311	4764429	+	lncRNA	ENSG00000278595
RASSF2	chr20	4823608	4780023	-	protein_coding	ENSG00000101265
ENSG00000294006	chr20	4813242	4816165	+	lncRNA	ENSG00000294006
SLC23A2	chr20	5010293	4852356	-	protein_coding	ENSG00000089057
ENSG00000252096	chr20	4868984	4869118	+	snoRNA	ENSG00000252096
ENSG00000297348	chr20	4949965	4947379	-	lncRNA	ENSG00000297348
RPS21P7	chr20	5013724	5013520	-	processed_pseudogene	ENSG00000234573
ENSG00000277087	chr20	5046276	5045761	-	lncRNA	ENSG00000277087
ENSG00000276768	chr20	5050321	5049857	-	lncRNA	ENSG00000276768
ENSG00000278816	chr20	5061340	5061037	-	lncRNA	ENSG00000278816
ENSG00000277425	chr20	5068154	5066082	-	lncRNA	ENSG00000277425
TMEM230	chr20	5113087	5068232	-	protein_coding	ENSG00000089063
RNA5SP474	chr20	5098476	5098387	-	rRNA_pseudogene	ENSG00000212536
Y_RNA	chr20	5114083	5113993	-	misc_RNA	ENSG00000252367
PCNA	chr20	5126626	5114953	-	protein_coding	ENSG00000132646
ENSG00000302261	chr20	5119547	5120619	+	lncRNA	ENSG00000302261
ENSG00000212517	chr20	5121539	5121417	-	snoRNA	ENSG00000212517
CDS2	chr20	5126879	5197887	+	protein_coding	ENSG00000101290
ENSG00000299247	chr20	5187060	5183014	-	lncRNA	ENSG00000299247
ENSG00000299262	chr20	5189884	5189019	-	lncRNA	ENSG00000299262
UBE2D3P1	chr20	5292831	5292388	-	processed_pseudogene	ENSG00000225022
PROKR2	chr20	5316954	5299218	-	protein_coding	ENSG00000101292
ENSG00000230563	chr20	5318268	5503189	+	lncRNA	ENSG00000230563
RNA5-8SP7	chr20	5346160	5346006	-	rRNA_pseudogene	ENSG00000200313
ENSG00000276688	chr20	5407564	5407876	+	lncRNA	ENSG00000276688
LINC00658	chr20	5471120	5426892	-	lncRNA	ENSG00000226995
LINC00654	chr20	5526741	5481788	-	lncRNA	ENSG00000205181
RPS18P1	chr20	5532878	5533335	+	processed_pseudogene	ENSG00000225831
ENSG00000235820	chr20	5533628	5535889	+	lncRNA	ENSG00000235820
GPCPD1	chr20	5611006	5544404	-	protein_coding	ENSG00000125772
EIF4EP1	chr20	5548840	5549481	+	processed_pseudogene	ENSG00000233578
ENSG00000305410	chr20	5645688	5646047	+	lncRNA	ENSG00000305410
ENSG00000298258	chr20	5657741	5656130	-	lncRNA	ENSG00000298258
ENSG00000307351	chr20	5686835	5678808	-	lncRNA	ENSG00000307351
ENSG00000294032	chr20	5715393	5703611	-	lncRNA	ENSG00000294032
SHLD1	chr20	5750393	5864395	+	protein_coding	ENSG00000171984
RNU1-55P	chr20	5890055	5890212	+	snRNA	ENSG00000202380
CHGB	chr20	5911510	5925353	+	protein_coding	ENSG00000089199
ENSG00000310389	chr20	5917628	5914572	-	lncRNA	ENSG00000310389
KANK1P1	chr20	5929318	5928085	-	processed_pseudogene	ENSG00000215589
TRMT6	chr20	5950558	5937228	-	protein_coding	ENSG00000089195
MCM8	chr20	5950652	5998977	+	protein_coding	ENSG00000125885
ENSG00000286235	chr20	5950949	6039856	+	protein_coding	ENSG00000286235
Y_RNA	chr20	5964538	5964650	+	misc_RNA	ENSG00000207380
MTCO1P59	chr20	5965180	5965511	+	processed_pseudogene	ENSG00000231961
MCM8-AS1	chr20	6007366	5990797	-	lncRNA	ENSG00000278719
ENSG00000275632	chr20	6000418	6000941	+	lncRNA	ENSG00000275632
RN7SL498P	chr20	6001733	6002030	+	misc_RNA	ENSG00000263755
CRLS1	chr20	6006093	6040053	+	protein_coding	ENSG00000088766
LRRN4	chr20	6054060	6040546	-	protein_coding	ENSG00000125872
ENSG00000278192	chr20	6067897	6065966	-	lncRNA	ENSG00000278192
FERMT1	chr20	6123214	6074845	-	protein_coding	ENSG00000101311
ENSG00000305761	chr20	6213000	6181718	-	lncRNA	ENSG00000305761
TARDBPP1	chr20	6202191	6200989	-	processed_pseudogene	ENSG00000233402
SYNCRIPP1	chr20	6213699	6215381	+	processed_pseudogene	ENSG00000234241
ENSG00000271565	chr20	6219199	6219443	+	processed_pseudogene	ENSG00000271565
FGFR3P3	chr20	6220330	6220759	+	processed_pseudogene	ENSG00000276915
ENSG00000309203	chr20	6296130	6298690	+	lncRNA	ENSG00000309203
ENSG00000307125	chr20	6349214	6355845	+	lncRNA	ENSG00000307125
ENSG00000308090	chr20	6421101	6416212	-	lncRNA	ENSG00000308090
CASC20	chr20	6446723	6580186	+	lncRNA	ENSG00000229876
LINC01713	chr20	6736326	6731080	-	lncRNA	ENSG00000228482
ENSG00000302641	chr20	6768669	6765484	-	lncRNA	ENSG00000302641
BMP2	chr20	6767686	6780246	+	protein_coding	ENSG00000125845
ENSG00000297684	chr20	6818189	6820945	+	lncRNA	ENSG00000297684
ENSG00000232271	chr20	7069614	7146656	+	lncRNA	ENSG00000232271
LINC01428	chr20	7258353	7146341	-	lncRNA	ENSG00000228888
LINC01751	chr20	7307432	7302056	-	lncRNA	ENSG00000261249
LINC01706	chr20	7347451	7367933	+	lncRNA	ENSG00000224711
MIR8062	chr20	7371608	7371692	+	miRNA	ENSG00000278159
ENSG00000307564	chr20	7377977	7390859	+	lncRNA	ENSG00000307564
RN7SL547P	chr20	7633851	7633562	-	misc_RNA	ENSG00000240584
ENSG00000309276	chr20	7803143	7668385	-	lncRNA	ENSG00000309276
ENSG00000307491	chr20	7803878	7818619	+	lncRNA	ENSG00000307491
SRSF10P2	chr20	7832322	7831798	-	processed_pseudogene	ENSG00000215586
HSPBAP1P1	chr20	7867327	7867614	+	processed_pseudogene	ENSG00000277315
HAO1	chr20	7940458	7882985	-	protein_coding	ENSG00000101323
TMX4	chr20	8019805	7977346	-	protein_coding	ENSG00000125827
TMX4-AS1	chr20	8018519	8065669	+	lncRNA	ENSG00000229766
PLCB1	chr20	8077251	8968360	+	protein_coding	ENSG00000182621
PHKBP1	chr20	8099774	8097824	-	processed_pseudogene	ENSG00000226262
PLCB1-IT1	chr20	8248664	8256918	+	lncRNA	ENSG00000225479
ENSG00000294328	chr20	8594675	8590513	-	lncRNA	ENSG00000294328
ENSG00000303702	chr20	8643550	8624523	-	lncRNA	ENSG00000303702
RNU105B	chr20	8831186	8831393	+	snoRNA	ENSG00000201348
ENSG00000228438	chr20	8930038	8929895	-	processed_pseudogene	ENSG00000228438
ENSG00000276385	chr20	8935481	8934984	-	processed_pseudogene	ENSG00000276385
ENSG00000307052	chr20	8998093	9000574	+	lncRNA	ENSG00000307052
Metazoa_SRP	chr20	8998849	8999100	+	misc_RNA	ENSG00000275222
PLCB4	chr20	9067825	9504593	+	protein_coding	ENSG00000101333
ENSG00000307197	chr20	9218557	9211004	-	lncRNA	ENSG00000307197
ENSG00000307219	chr20	9333296	9333815	+	lncRNA	ENSG00000307219
LAMP5-AS1	chr20	9514998	9505177	-	lncRNA	ENSG00000225988
ENSG00000300513	chr20	9506939	9511193	+	lncRNA	ENSG00000300513
LAMP5	chr20	9514358	9530524	+	protein_coding	ENSG00000125869
PAK5	chr20	9839076	9537370	-	protein_coding	ENSG00000101349
ENSG00000286740	chr20	9562941	9571333	+	lncRNA	ENSG00000286740
ENSG00000232738	chr20	9575608	9577689	+	lncRNA	ENSG00000232738
ENSG00000307509	chr20	9619954	9626996	+	lncRNA	ENSG00000307509
ENSG00000286470	chr20	9835556	9873900	+	lncRNA	ENSG00000286470
ENSG00000307369	chr20	9889764	9884689	-	lncRNA	ENSG00000307369
PARAL1	chr20	9986088	10007116	+	lncRNA	ENSG00000243961
ANKEF1	chr20	9986126	10058303	+	protein_coding	ENSG00000132623
SNAP25-AS1	chr20	10368848	10006381	-	lncRNA	ENSG00000227906
Metazoa_SRP	chr20	10025917	10026168	+	misc_RNA	ENSG00000276525
SNAP25	chr20	10172395	10308258	+	protein_coding	ENSG00000132639
ENSG00000232448	chr20	10172433	10215319	+	lncRNA	ENSG00000232448
ENSG00000305058	chr20	10218403	10217021	-	lncRNA	ENSG00000305058
ENSG00000305078	chr20	10218747	10218479	-	lncRNA	ENSG00000305078
ENSG00000289505	chr20	10308422	10309905	+	lncRNA	ENSG00000289505
ENSG00000286936	chr20	10318753	10313209	-	lncRNA	ENSG00000286936
ENSG00000305016	chr20	10318831	10337094	+	lncRNA	ENSG00000305016
HIGD1AP15	chr20	10334419	10334698	+	processed_pseudogene	ENSG00000237005
ENSG00000305029	chr20	10348486	10357045	+	lncRNA	ENSG00000305029
RPL23AP6	chr20	10349628	10349157	-	processed_pseudogene	ENSG00000214835
SDAD1P2	chr20	10385779	10387806	+	processed_pseudogene	ENSG00000230750
MKKS	chr20	10434222	10401009	-	protein_coding	ENSG00000125863
ENSG00000285508	chr20	10434222	10413520	-	protein_coding	ENSG00000285508
ENSG00000285723	chr20	10434222	10413708	-	protein_coding	ENSG00000285723
SLX4IP	chr20	10435305	10636829	+	protein_coding	ENSG00000149346
DNAJC9P1	chr20	10614229	10612861	-	processed_pseudogene	ENSG00000235036
JAG1	chr20	10673999	10637684	-	protein_coding	ENSG00000101384
MIR6870	chr20	10649695	10649636	-	miRNA	ENSG00000273745
LINC01752	chr20	10672695	10914535	+	lncRNA	ENSG00000224961
ENSG00000270792	chr20	10672928	10991642	+	lncRNA	ENSG00000270792
ENSG00000234900	chr20	10765286	10753278	-	lncRNA	ENSG00000234900
ENSG00000301249	chr20	10856327	10867188	+	lncRNA	ENSG00000301249
ENSG00000301264	chr20	10862057	10865404	+	lncRNA	ENSG00000301264
ENSG00000232900	chr20	10909279	10875333	-	lncRNA	ENSG00000232900
